name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Sushi Bay,Mumbai,Indian,5.0,Delicious and fresh meals every time.,2024-10-10,19.074439489021064,72.86123488135848,Zone B,708,₹700-₹1200,22,43
Grill House,Bangalore,Chinese,4.5,Fantastic taste and super friendly staff.,2023-05-24,12.953054760996642,77.58807241306698,Zone B,1735,₹700-₹1200,33,49
Grill House,Chennai,Japanese,5.0,"Loved it, definitely coming back!",2023-10-31,13.098252014633063,80.2904781064812,Zone A,2681,₹1200+,25,79
Taco Fiesta,Pune,Mexican,3.3,"It was okay, nothing special.",2024-06-19,18.50681071749103,73.85311752951554,Zone C,3052,₹400-₹700,26,98
Royal Biryani,Mumbai,Chinese,3.7,"Decent experience, could be better.",2024-03-29,19.08010846530021,72.88876008421462,Zone B,502,₹400-₹700,68,12
Sushi Bay,Bangalore,Italian,5.0,"Loved it, definitely coming back!",2023-08-04,12.952297574459347,77.61367300392739,Zone A,2490,₹200-₹400,30,36
Curry Corner,Kolkata,Italian,3.9,Just an ordinary meal.,2024-05-18,22.56020056061049,88.36437035797672,Zone B,980,₹700-₹1200,38,2
Spice Villa,Pune,Mexican,2.6,"It was okay, nothing special.",2023-06-25,18.529263603686744,73.86254361107207,Zone C,1560,₹700-₹1200,55,5
Pasta Point,Bangalore,Italian,4.2,Delicious and fresh meals every time.,2023-05-22,12.968308327242328,77.59022305482267,Zone B,640,₹200-₹400,21,14
Sushi Bay,Delhi,Cafe,5.0,"Loved it, definitely coming back!",2024-06-12,28.63084538411961,77.21569642529934,Zone A,3026,₹200-₹400,67,33
Cafe Bliss,Pune,Mediterranean,4.5,"Highly recommended, worth the price.",2024-03-06,18.52757950483303,73.84989856837599,Zone B,4422,₹700-₹1200,72,100
Pizza Hub,Hyderabad,Indian,5.0,"Highly recommended, worth the price.",2024-12-14,17.39141039481223,78.46753879301545,Zone A,3383,₹1200+,54,83
Royal Biryani,Bangalore,Mexican,3.9,"Decent experience, could be better.",2023-06-14,12.983194991953944,77.60546370046278,Zone C,2225,₹700-₹1200,66,73
Spice Villa,Kolkata,Chinese,5.0,Delicious and fresh meals every time.,2023-10-12,22.57268094067369,88.34732564314876,Zone A,4716,₹400-₹700,20,26
Grill House,Pune,Indian,3.4,"It was okay, nothing special.",2023-10-11,18.516766741670374,73.87015458707393,Zone C,1653,₹1200+,67,65
Pizza Hub,Chennai,Cafe,2.7,Just an ordinary meal.,2024-02-18,13.097208160441562,80.28347779404176,Zone C,2708,₹700-₹1200,72,31
Cafe Bliss,Delhi,Japanese,3.8,"Average place, food was fine.",2024-01-02,28.626736030722075,77.20433345020618,Zone B,4118,₹700-₹1200,61,54
Taco Fiesta,Chennai,Fast Food,5.0,Fantastic taste and super friendly staff.,2024-08-04,13.062845724846051,80.26987114584736,Zone A,2245,₹400-₹700,42,65
Taco Fiesta,Hyderabad,Indian,4.7,Amazing food and great service!,2023-08-24,17.400526248922088,78.48214023233493,Zone B,2955,₹700-₹1200,27,3
Taco Fiesta,Mumbai,Cafe,3.8,"Decent experience, could be better.",2023-10-26,19.057527751274716,72.89559657987895,Zone C,1476,₹200-₹400,58,99
Royal Biryani,Bangalore,Fast Food,4.2,"Highly recommended, worth the price.",2024-05-01,12.967195090725511,77.6066007260085,Zone B,3337,₹700-₹1200,74,99
Cafe Bliss,Delhi,Mediterranean,3.0,"Average place, food was fine.",2023-09-20,28.605847224284037,77.20136713627875,Zone C,409,₹1200+,47,38
Burger Town,Chennai,Japanese,4.2,"Loved it, definitely coming back!",2023-04-20,13.092729983572376,80.26026356267974,Zone B,4165,₹1200+,28,4
Grill House,Pune,Cafe,4.9,Fantastic taste and super friendly staff.,2023-12-09,18.509542857546688,73.84615318437761,Zone C,1764,₹200-₹400,42,42
Spice Villa,Hyderabad,Japanese,5.0,Amazing food and great service!,2023-10-19,17.389381915876992,78.4673004283886,Zone A,2375,₹200-₹400,46,80
Sushi Bay,Jaipur,Chinese,4.8,Amazing food and great service!,2023-05-18,26.902048127448552,75.76991763083105,Zone B,164,₹700-₹1200,69,55
Spice Villa,Kolkata,Italian,2.5,"Average place, food was fine.",2023-12-27,22.573771257399493,88.37203073704684,Zone C,192,₹700-₹1200,29,63
Pasta Point,Bangalore,Japanese,3.4,"Decent experience, could be better.",2023-03-18,12.97312759406083,77.58133306108452,Zone C,77,₹1200+,49,59
Sushi Bay,Kolkata,Cafe,3.8,"Average place, food was fine.",2023-12-10,22.564897226045648,88.34521948194036,Zone C,2669,₹1200+,22,73
Cafe Bliss,Kolkata,Mexican,5.0,Amazing food and great service!,2023-02-17,22.56115836193902,88.36362665965312,Zone B,1897,₹400-₹700,48,70
Cafe Bliss,Kolkata,Mexican,3.6,Just an ordinary meal.,2023-10-18,22.570181915284778,88.35349004315627,Zone B,3292,₹700-₹1200,57,30
Cafe Bliss,Kolkata,Fast Food,3.7,Just an ordinary meal.,2024-01-21,22.57367053250779,88.34413543575043,Zone B,2347,₹700-₹1200,27,22
Royal Biryani,Bangalore,Cafe,4.3,"Loved it, definitely coming back!",2023-09-21,12.975595497281732,77.59553611991409,Zone B,1175,₹400-₹700,41,97
Grill House,Pune,Fast Food,5.0,Delicious and fresh meals every time.,2024-05-16,18.516189413203755,73.84627123790656,Zone A,3894,₹700-₹1200,53,66
Taco Fiesta,Delhi,Japanese,4.7,Fantastic taste and super friendly staff.,2023-08-09,28.594255512045958,77.21795592361194,Zone B,347,₹400-₹700,45,24
Burger Town,Hyderabad,Cafe,3.9,"Decent experience, could be better.",2024-11-13,17.376978622162472,78.49588334586397,Zone C,4902,₹200-₹400,59,25
Burger Town,Chennai,Indian,5.0,"Highly recommended, worth the price.",2024-07-31,13.099680432191999,80.2631293856757,Zone C,2511,₹400-₹700,29,56
Grill House,Mumbai,Fast Food,5.0,"Loved it, definitely coming back!",2024-08-04,19.095614743504203,72.88612176568701,Zone A,4398,₹1200+,32,15
Spice Villa,Bangalore,Mediterranean,4.9,"Highly recommended, worth the price.",2024-04-27,12.96781023015509,77.59127777760311,Zone B,2751,₹1200+,69,59
Spice Villa,Chennai,Fast Food,5.0,Delicious and fresh meals every time.,2023-04-19,13.06857161343585,80.27641333944408,Zone B,4769,₹200-₹400,38,9
Burger Town,Delhi,Mexican,3.9,"Neutral taste, ambience was normal.",2024-03-19,28.59765007219208,77.2179217783863,Zone B,1564,₹400-₹700,24,32
Spice Villa,Mumbai,Chinese,5.0,"Highly recommended, worth the price.",2024-08-05,19.086552041768005,72.86894192529971,Zone A,2389,₹700-₹1200,56,89
Spice Villa,Kolkata,Chinese,5.0,Fantastic taste and super friendly staff.,2023-04-12,22.558462607315874,88.38030547824242,Zone A,818,₹700-₹1200,25,47
Pasta Point,Bangalore,Mediterranean,5.0,Amazing food and great service!,2024-06-08,12.959150735719993,77.59229613598124,Zone A,3302,₹700-₹1200,48,50
Cafe Bliss,Jaipur,Fast Food,5.0,Amazing food and great service!,2023-01-22,26.921138783306695,75.7957379647968,Zone A,1297,₹400-₹700,50,55
Curry Corner,Jaipur,Cafe,4.9,Fantastic taste and super friendly staff.,2023-01-08,26.90781852620826,75.79993225012217,Zone A,3021,₹700-₹1200,33,45
Burger Town,Jaipur,Indian,4.0,"Highly recommended, worth the price.",2023-06-24,26.907218800504918,75.79870742079046,Zone C,1918,₹700-₹1200,59,16
Pasta Point,Pune,Mediterranean,5.0,"Highly recommended, worth the price.",2023-07-07,18.538676970483536,73.84401521482808,Zone B,375,₹1200+,57,19
Grill House,Hyderabad,Mexican,4.9,Fantastic taste and super friendly staff.,2024-06-29,17.38300344247538,78.48931219808217,Zone A,4094,₹1200+,49,18
Royal Biryani,Mumbai,Mediterranean,5.0,"Highly recommended, worth the price.",2023-12-01,19.079057817380892,72.86827961363714,Zone A,4744,₹700-₹1200,43,59
Curry Corner,Hyderabad,Mediterranean,3.7,"It was okay, nothing special.",2024-11-02,17.375906401721895,78.5012549631204,Zone B,2835,₹200-₹400,49,77
Grill House,Kolkata,Fast Food,5.0,Amazing food and great service!,2024-08-29,22.557910224840224,88.34473151585145,Zone B,538,₹200-₹400,47,88
Grill House,Bangalore,Indian,3.5,Just an ordinary meal.,2024-05-23,12.972769878003218,77.6130959417373,Zone C,2770,₹400-₹700,39,26
Cafe Bliss,Jaipur,Cafe,5.0,Fantastic taste and super friendly staff.,2024-01-19,26.92734537620445,75.77951162683759,Zone B,789,₹700-₹1200,51,53
Grill House,Bangalore,Chinese,4.9,Amazing food and great service!,2024-06-30,12.952603079828318,77.57510226057565,Zone A,267,₹200-₹400,45,28
Pizza Hub,Kolkata,Mexican,3.2,"Average place, food was fine.",2024-01-15,22.573224612903505,88.38025583223529,Zone C,2640,₹400-₹700,33,85
Sushi Bay,Bangalore,Fast Food,5.0,Delicious and fresh meals every time.,2023-09-29,12.958326018655198,77.58317181071654,Zone A,3091,₹1200+,22,71
Royal Biryani,Pune,Fast Food,5.0,Fantastic taste and super friendly staff.,2023-06-11,18.500623148307756,73.86690649004845,Zone A,4602,₹700-₹1200,75,76
Pizza Hub,Jaipur,Japanese,3.3,Just an ordinary meal.,2023-11-01,26.913648891691317,75.77246791713557,Zone C,4615,₹400-₹700,36,63
Spice Villa,Jaipur,Indian,4.0,"Highly recommended, worth the price.",2024-01-01,26.89783351944808,75.79700968838085,Zone C,824,₹1200+,37,95
Curry Corner,Mumbai,Italian,4.6,Delicious and fresh meals every time.,2023-05-19,19.0834270624264,72.87566337440292,Zone B,1511,₹1200+,45,87
Curry Corner,Mumbai,Indian,4.6,Amazing food and great service!,2023-08-28,19.05958388897025,72.8935705458328,Zone A,3619,₹700-₹1200,31,21
Burger Town,Jaipur,Chinese,2.8,"Decent experience, could be better.",2024-12-31,26.91957138411562,75.80228315780124,Zone B,4177,₹700-₹1200,22,18
Curry Corner,Delhi,Indian,3.8,"Decent experience, could be better.",2024-03-28,28.62000572530707,77.20061131442034,Zone C,759,₹1200+,48,11
Grill House,Mumbai,Mediterranean,3.0,"It was okay, nothing special.",2024-11-16,19.08477217895014,72.88447130423054,Zone B,2595,₹700-₹1200,56,16
Pizza Hub,Kolkata,Mexican,5.0,Fantastic taste and super friendly staff.,2023-10-17,22.565458427439715,88.37546213981342,Zone A,3557,₹1200+,65,25
Burger Town,Kolkata,Cafe,5.0,"Loved it, definitely coming back!",2024-08-22,22.573168874146383,88.38046323324203,Zone A,4916,₹400-₹700,59,91
Pizza Hub,Chennai,Indian,4.1,Amazing food and great service!,2023-10-08,13.082511265918026,80.28608449103027,Zone B,3090,₹1200+,23,12
Curry Corner,Delhi,Fast Food,5.0,"Loved it, definitely coming back!",2024-08-13,28.62434063962854,77.19692016692223,Zone B,1219,₹400-₹700,52,50
Burger Town,Chennai,Japanese,5.0,Amazing food and great service!,2023-01-16,13.076777991149914,80.26186742859218,Zone A,34,₹1200+,35,89
Spice Villa,Kolkata,Mediterranean,3.4,"Neutral taste, ambience was normal.",2024-09-13,22.571622970385857,88.34581088571129,Zone C,1208,₹200-₹400,62,44
Burger Town,Delhi,Mexican,5.0,Amazing food and great service!,2023-05-26,28.62134512910394,77.20195799947561,Zone A,4379,₹400-₹700,64,55
Burger Town,Chennai,Indian,5.0,"Highly recommended, worth the price.",2024-05-24,13.07893605085044,80.27126315958546,Zone A,3842,₹200-₹400,54,20
Grill House,Mumbai,Mexican,5.0,"Highly recommended, worth the price.",2023-05-06,19.080590959114694,72.87996740037966,Zone A,4165,₹1200+,40,14
Grill House,Delhi,Italian,4.3,Amazing food and great service!,2024-06-16,28.599242636936722,77.22380180486866,Zone B,2829,₹400-₹700,72,28
Spice Villa,Jaipur,Japanese,5.0,Fantastic taste and super friendly staff.,2023-08-15,26.893495746938374,75.77008739757893,Zone A,410,₹700-₹1200,50,37
Grill House,Delhi,Mexican,4.5,Amazing food and great service!,2023-08-19,28.61122603569012,77.22454981207903,Zone C,2959,₹200-₹400,58,25
Sushi Bay,Bangalore,Mexican,3.0,"Neutral taste, ambience was normal.",2023-11-13,12.978263131871675,77.5765471873215,Zone C,138,₹1200+,25,20
Taco Fiesta,Delhi,Italian,3.8,"Neutral taste, ambience was normal.",2023-11-20,28.5942713472388,77.2184369808474,Zone B,4853,₹700-₹1200,63,54
Spice Villa,Jaipur,Mexican,4.9,Delicious and fresh meals every time.,2024-06-16,26.918171876036403,75.77796323013592,Zone B,403,₹400-₹700,61,36
Pizza Hub,Bangalore,Chinese,4.2,Fantastic taste and super friendly staff.,2024-04-23,12.964954520691329,77.59254986487178,Zone B,3606,₹700-₹1200,21,67
Curry Corner,Chennai,Cafe,4.2,"Highly recommended, worth the price.",2023-06-05,13.073113056885639,80.28186823863099,Zone C,335,₹1200+,51,37
Curry Corner,Bangalore,Chinese,4.5,"Highly recommended, worth the price.",2023-02-25,12.956950832751831,77.6047701284797,Zone B,3316,₹700-₹1200,38,55
Burger Town,Hyderabad,Mexican,4.6,Amazing food and great service!,2023-01-10,17.3706745988314,78.48551886936953,Zone A,3968,₹400-₹700,74,93
Taco Fiesta,Jaipur,Mexican,5.0,"Loved it, definitely coming back!",2024-06-17,26.903124943382917,75.78161033093747,Zone A,2970,₹700-₹1200,24,63
Taco Fiesta,Bangalore,Italian,3.4,"It was okay, nothing special.",2023-09-23,12.959444015602118,77.58160077112366,Zone C,3304,₹200-₹400,45,43
Royal Biryani,Jaipur,Chinese,5.0,Amazing food and great service!,2023-11-24,26.9135139785318,75.78812623131047,Zone A,2962,₹200-₹400,33,79
Curry Corner,Mumbai,Fast Food,4.3,Delicious and fresh meals every time.,2023-04-28,19.059513049638948,72.89222822117151,Zone A,3033,₹700-₹1200,37,52
Curry Corner,Mumbai,Italian,3.8,"Neutral taste, ambience was normal.",2024-11-04,19.06155099233317,72.87682432794944,Zone C,4728,₹700-₹1200,46,89
Spice Villa,Jaipur,Indian,3.8,"Decent experience, could be better.",2023-06-14,26.90704899043301,75.78543446553374,Zone B,3552,₹200-₹400,34,4
Cafe Bliss,Chennai,Chinese,4.8,Delicious and fresh meals every time.,2023-06-29,13.076016590671156,80.27043978950134,Zone A,1268,₹400-₹700,27,42
Sushi Bay,Delhi,Mexican,5.0,"Highly recommended, worth the price.",2024-02-16,28.609802954598553,77.22757384920676,Zone A,3896,₹1200+,25,1
Grill House,Chennai,Japanese,5.0,"Loved it, definitely coming back!",2023-10-03,13.091954795414017,80.27454840482751,Zone A,3335,₹400-₹700,43,2
Sushi Bay,Chennai,Indian,4.6,Delicious and fresh meals every time.,2023-11-29,13.07874422276265,80.25816689682684,Zone B,3031,₹700-₹1200,68,71
Grill House,Kolkata,Cafe,3.8,Just an ordinary meal.,2024-09-28,22.560565549409407,88.34692087496501,Zone C,3190,₹200-₹400,40,85
Spice Villa,Pune,Cafe,2.6,"Neutral taste, ambience was normal.",2024-08-06,18.540096425290805,73.87150742730269,Zone C,2058,₹200-₹400,75,75
Pizza Hub,Chennai,Japanese,3.4,"Neutral taste, ambience was normal.",2023-05-26,13.0644749230919,80.28042512953638,Zone C,2531,₹400-₹700,25,5
Curry Corner,Chennai,Cafe,4.6,"Loved it, definitely coming back!",2024-02-24,13.101679957540636,80.25098615565798,Zone B,153,₹200-₹400,38,52
Taco Fiesta,Hyderabad,Mediterranean,4.1,Amazing food and great service!,2023-02-06,17.379750979127657,78.4750506517926,Zone C,3252,₹1200+,23,9
Taco Fiesta,Hyderabad,Japanese,2.0,"Very poor service, not happy.",2023-07-27,17.399268014592185,78.49980951234343,Zone C,1638,₹1200+,28,16
Pizza Hub,Bangalore,Mediterranean,5.0,Amazing food and great service!,2023-10-21,12.961904246151844,77.59153530977294,Zone A,3394,₹400-₹700,36,96
Grill House,Jaipur,Fast Food,4.0,Delicious and fresh meals every time.,2023-06-20,26.927042075551572,75.78566852291155,Zone B,1277,₹400-₹700,70,36
Curry Corner,Bangalore,Japanese,5.0,"Highly recommended, worth the price.",2024-05-29,12.98334455299952,77.61290521449288,Zone A,4411,₹200-₹400,41,73
Pizza Hub,Bangalore,Chinese,5.0,Fantastic taste and super friendly staff.,2023-05-14,12.953200602710732,77.61174304303775,Zone A,4399,₹400-₹700,65,42
Taco Fiesta,Mumbai,Italian,5.0,Fantastic taste and super friendly staff.,2023-08-15,19.091440301622576,72.87929649411481,Zone B,2388,₹700-₹1200,25,23
Sushi Bay,Mumbai,Chinese,4.0,Delicious and fresh meals every time.,2024-04-04,19.087489073264393,72.88539775513647,Zone C,643,₹1200+,61,82
Pizza Hub,Kolkata,Cafe,5.0,Delicious and fresh meals every time.,2023-10-27,22.591768365486573,88.38005163570159,Zone B,1413,₹200-₹400,55,28
Royal Biryani,Pune,Mediterranean,2.6,"Average place, food was fine.",2024-09-17,18.52825455330602,73.85364550893348,Zone C,487,₹1200+,45,52
Royal Biryani,Bangalore,Indian,4.5,"Loved it, definitely coming back!",2024-03-31,12.986844354326669,77.61354604591676,Zone B,3196,₹1200+,32,54
Burger Town,Hyderabad,Mexican,4.8,"Highly recommended, worth the price.",2023-12-02,17.385201897831443,78.50126637710412,Zone A,3734,₹700-₹1200,35,46
Cafe Bliss,Bangalore,Chinese,2.7,"Decent experience, could be better.",2023-09-01,12.987406938445206,77.60050989416791,Zone C,2101,₹400-₹700,44,86
Curry Corner,Mumbai,Cafe,4.9,Amazing food and great service!,2023-12-28,19.063121661148237,72.87323729474753,Zone A,1750,₹700-₹1200,37,2
Pizza Hub,Pune,Cafe,5.0,Delicious and fresh meals every time.,2024-09-13,18.534476557681774,73.85062889701395,Zone A,2126,₹700-₹1200,66,9
Royal Biryani,Bangalore,Indian,5.0,"Loved it, definitely coming back!",2024-07-05,12.960923063570922,77.57969422656684,Zone A,2127,₹200-₹400,20,9
Curry Corner,Bangalore,Chinese,5.0,"Loved it, definitely coming back!",2024-12-15,12.965689534881179,77.5902572604886,Zone A,3627,₹700-₹1200,26,97
Pizza Hub,Chennai,Italian,4.2,"Highly recommended, worth the price.",2024-06-29,13.092226058428794,80.27649135574114,Zone B,3285,₹200-₹400,44,52
Taco Fiesta,Jaipur,Indian,4.5,"Loved it, definitely coming back!",2023-09-06,26.8985200153951,75.78680830391617,Zone B,4688,₹700-₹1200,43,81
Burger Town,Jaipur,Mexican,4.0,Delicious and fresh meals every time.,2024-06-13,26.92586694833157,75.80447300572054,Zone C,3168,₹400-₹700,38,74
Burger Town,Delhi,Indian,4.3,Delicious and fresh meals every time.,2023-06-21,28.631906269179368,77.21842947603334,Zone B,2457,₹1200+,62,25
Cafe Bliss,Chennai,Italian,4.7,Delicious and fresh meals every time.,2023-09-13,13.072928540044598,80.28658896070665,Zone B,1575,₹1200+,22,36
Pasta Point,Jaipur,Mexican,5.0,"Highly recommended, worth the price.",2024-04-08,26.912724039160064,75.78055136902165,Zone A,3285,₹1200+,25,92
Pizza Hub,Mumbai,Indian,3.8,"Neutral taste, ambience was normal.",2024-10-07,19.057912354918432,72.89424113254263,Zone C,4144,₹1200+,27,48
Taco Fiesta,Hyderabad,Indian,4.8,Amazing food and great service!,2023-02-07,17.387299417644343,78.48638270456675,Zone B,3539,₹700-₹1200,36,68
Pizza Hub,Bangalore,Indian,5.0,Delicious and fresh meals every time.,2024-09-21,12.954823064441317,77.60789785107485,Zone A,1836,₹400-₹700,46,89
Pasta Point,Delhi,Mediterranean,5.0,"Highly recommended, worth the price.",2024-05-08,28.61680104176847,77.22427036972945,Zone A,2109,₹700-₹1200,32,53
Cafe Bliss,Kolkata,Mexican,3.5,"It was okay, nothing special.",2024-07-23,22.573478696488703,88.37910486957273,Zone C,3310,₹200-₹400,38,77
Royal Biryani,Bangalore,Cafe,5.0,"Loved it, definitely coming back!",2024-02-05,12.958477555332218,77.59874669641628,Zone A,1882,₹200-₹400,75,47
Burger Town,Hyderabad,Cafe,3.8,Just an ordinary meal.,2023-08-22,17.395690591560562,78.50345054776359,Zone C,1925,₹700-₹1200,37,21
Sushi Bay,Pune,Chinese,4.8,Fantastic taste and super friendly staff.,2024-07-08,18.53395091902483,73.86021522353175,Zone B,1117,₹200-₹400,26,31
